original-domain,domain-name,issuer-name,issuer-country,cert-start,cert-end,cert-duration,fuzzer,http-active,https-active,dns-ns,dns-a,dns-mx,geoip-country,banner-http,ssdeep-score
bell.ca,aliant-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,1,,206.47.98.97,,,BigIP,
bell.ca,monbell-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,,,,,
bell.ca,monb-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,0,,206.47.98.97,,,BigIP,
bell.ca,mons-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,0,,206.47.98.97,,,BigIP,
bell.ca,monv-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,0,,206.47.98.97,,,BigIP,
bell.ca,mybell-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,,,,,
bell.ca,myb-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,0,,206.47.98.97,,,BigIP,
bell.ca,mys-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,0,,206.47.98.97,,,BigIP,
bell.ca,myv-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,0,,206.47.98.97,,,BigIP,
bell.ca,prd-monb-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,206.47.98.16,,,,
bell.ca,prd-mons-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,206.47.98.16,,,,
bell.ca,prd-monv-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,206.47.98.16,,,,
bell.ca,prd-myb-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,206.47.98.16,,,,
bell.ca,prd-mys-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,206.47.98.16,,,,
bell.ca,prd-myv-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,206.47.98.16,,,,
bell.ca,prd-www-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,0,0,,206.47.98.16,,,,
bell.ca,www-p3.bell.ca,Entrust Inc.,US,2019-11-20,2022-02-19,822,original*,1,1,,206.47.98.97,,,BigIP,
bell.ca,qa.compensation-inquiries.bell.ca,Entrust Inc.,US,2019-12-16,2022-03-15,820,original*,0,0,,184.150.211.58,,,,
bell.ca,compensation-inquiries.bell.ca,Entrust Inc.,US,2019-12-16,2022-03-15,820,original*,0,1,,184.150.211.54,,,,
bell.ca,nlpdp.bell.ca,Entrust Inc.,US,2019-12-13,2022-03-12,820,original*,1,1,,184.150.80.101,,,BigIP,0.0
bell.ca,rma-pre.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,rma-qa.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,rma-qa-pre.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,1,1,,184.150.211.148,,,BigIP,0.0
bell.ca,expe-lab2.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-12-04,723,original*,0,0,,204.101.223.21,,,,
bell.ca,expe-lab2.videozone.int.bell.ca,Entrust Inc.,US,2019-12-12,2021-12-04,723,original*,0,0,,,,,,
bell.ca,lab.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-12-04,723,original*,0,0,mtl02vnszs07.srvr.bell.ca,,,,,
bell.ca,www.expe-lab2.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-12-04,723,original*,0,0,,,,,,
bell.ca,collab-edge.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,,,,,,
bell.ca,collab-edge.mra.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,,,,,,
bell.ca,expe-lab1.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,,67.69.230.218,,,,
bell.ca,expe-lab1.videozone.int.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,,,,,,
bell.ca,join.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,,67.69.230.218,,,,
bell.ca,lab.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,mtl02vnszs07.srvr.bell.ca,,,,,
bell.ca,mra.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,,,,,,
bell.ca,www.expe-lab1.videozone.bell.ca,Entrust Inc.,US,2019-12-12,2021-04-22,497,original*,0,0,,,,,,
bell.ca,dartevoacp04.on.bell.ca,Entrust Inc.,US,2019-12-11,2022-03-10,820,original*,0,0,,,,,,
bell.ca,dartevoacp03.on.bell.ca,Entrust Inc.,US,2019-12-11,2022-03-10,820,original*,0,0,,,,,,
bell.ca,dartevoacp02.on.bell.ca,Entrust Inc.,US,2019-12-11,2022-03-10,820,original*,0,0,,,,,,
bell.ca,dartevoacp01.on.bell.ca,Entrust Inc.,US,2019-12-11,2022-03-10,820,original*,0,0,,,,,,
bell.ca,dartonedeviceacp04.int.bell.ca,Entrust Inc.,US,2019-12-11,2022-03-10,820,original*,0,0,,,,,,
bell.ca,dartonedeviceacp03.int.bell.ca,Entrust Inc.,US,2019-12-11,2021-01-29,415,original*,0,0,,,,,,
bell.ca,dartonedeviceacp02.int.bell.ca,Entrust Inc.,US,2019-12-11,2022-03-10,820,original*,0,0,,,,,,
bell.ca,dartonedeviceacp01.int.bell.ca,Entrust Inc.,US,2019-12-11,2022-03-10,820,original*,0,0,,,,,,
bell.ca,blueprints.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT01-API-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT01-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT01-CDN-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT01-DS-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT01-SERVICES-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT01-Tech-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT01-WI-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT02-API-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT02-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT02-CDN-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT02-DS-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT02-SERVICES-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT02-Tech-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,BPLT02-WI-BP.int.bell.ca,Entrust Inc.,US,2019-12-10,2021-12-10,731,original*,0,0,,,,,,
bell.ca,dcoc7k.qc.bell.ca,Entrust Inc.,US,2019-12-09,2022-03-08,820,original*,0,0,,,,,,
bell.ca,gps-esb.int.bell.ca,Entrust Inc.,US,2019-12-09,2022-01-23,776,original*,0,0,,,,,,
bell.ca,gps-mas.int.bell.ca,Entrust Inc.,US,2019-12-09,2022-01-23,776,original*,0,0,,,,,,
bell.ca,gps-ps.int.bell.ca,Entrust Inc.,US,2019-12-09,2022-01-23,776,original*,0,0,,,,,,
bell.ca,pcidts.bell.ca,Entrust Inc.,US,2019-10-24,2022-01-23,822,original*,0,1,!ServFail,67.69.172.12,,,,
bell.ca,cwmp.cove.bcap.int.bell.ca,Entrust Inc.,US,2019-12-06,2021-12-06,731,original*,0,0,,,,,,
bell.ca,cwmp.bcap.int.bell.ca,Entrust Inc.,US,2019-12-06,2021-12-06,731,original*,0,0,,,,,,
bell.ca,gitlab.int.bell.ca,Entrust Inc.,US,2019-12-05,2021-12-05,731,original*,0,0,,,,,,
bell.ca,commandcenter.int.bell.ca,Entrust Inc.,US,2019-12-05,2021-12-05,731,original*,0,0,,,,,,
bell.ca,expe-lab2.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-12-04,730,original*,0,0,,204.101.223.21,,,,
bell.ca,expe-lab2.videozone.int.bell.ca,Entrust Inc.,US,2019-12-05,2021-12-04,730,original*,0,0,,,,,,
bell.ca,lab.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-12-04,730,original*,0,0,mtl02vnszs07.srvr.bell.ca,,,,,
bell.ca,collab-edge.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-04-22,504,original*,0,0,,,,,,
bell.ca,collab-edge.mra.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-04-22,504,original*,0,0,,,,,,
bell.ca,expe-lab1.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-04-22,504,original*,0,0,,67.69.230.218,,,,
bell.ca,expe-lab1.videozone.int.bell.ca,Entrust Inc.,US,2019-12-05,2021-04-22,504,original*,0,0,,,,,,
bell.ca,join.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-04-22,504,original*,0,0,,67.69.230.218,,,,
bell.ca,lab.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-04-22,504,original*,0,0,mtl02vnszs07.srvr.bell.ca,,,,,
bell.ca,mra.lab.videozone.bell.ca,Entrust Inc.,US,2019-12-05,2021-04-22,504,original*,0,0,,,,,,
bell.ca,order.aliant.bell.ca,Entrust Inc.,US,2019-11-21,2022-02-20,822,original*,1,1,!ServFail,206.47.98.240,,,,36.0
bell.ca,api-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,blueprints.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,cdn-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,Ds-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,Ds-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,Ds-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,prod-uxp-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,prod-uxp-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,prod-uxp-tech-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,prod-uxp-tech-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,services-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,tech-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-api-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-api-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-api-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-cdn-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-cdn-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-cdn-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-services-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-services-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-services-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-tech-bp.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-tech-bp-on.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,uxp-tech-bp-qc.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,WI-BP.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,WI-BP-ON.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,WI-BP-QC.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-04,731,original*,0,0,,,,,,
bell.ca,arccf.int.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-01,728,original*,0,0,,,,,,
bell.ca,blxc1p-d00.qc.bell.ca,Entrust Inc.,US,2019-12-04,2021-12-01,728,original*,0,0,,,,,,
bell.ca,myappsgw2-DMO-INT.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,callback2-dmo.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myapps.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw2-DMO-EXT.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw2-dmo-int.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myapps.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw2-DCO-INT.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,callback2-dco.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw2-DCO-EXT.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw2-dco-int.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw1-DMO-INT.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw1-DCO-INT.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,callback1-dmo.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw1-DMO-EXT.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,myappsgw1-dmo-int.citrixgslb.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,gps-client.test.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,gps-dev.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,gps-uat.int.bell.ca,Entrust Inc.,US,2019-12-04,2022-03-03,820,original*,0,0,,,,,,
bell.ca,service.aliant.bell.ca,Entrust Inc.,US,2019-11-21,2022-02-20,822,original*,1,1,!ServFail,206.47.98.239,,,,35.0
bell.ca,bellaliant.bell.ca,Entrust Inc.,US,2019-11-21,2022-02-20,822,original*,1,1,!ServFail,184.150.84.12,,,,36.0
bell.ca,dcobbw-002.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-02-26,816,original*,0,0,,,,,,
bell.ca,dcobyj-006.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-02-26,816,original*,0,0,,,,,,
bell.ca,dcobyj-007.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-02-26,816,original*,0,0,,,,,,
bell.ca,dcobyj-008.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-02-26,816,original*,0,0,,,,,,
bell.ca,dcobyj-014.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-02-26,816,original*,0,0,,,,,,
bell.ca,dcobyj-015.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-02-26,816,original*,0,0,,,,,,
bell.ca,anachv.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-03-02,820,original*,0,0,,,,,,
bell.ca,anacrc.qc.bell.ca,Entrust Inc.,US,2019-12-03,2022-03-02,820,original*,0,0,,,,,,
bell.ca,ldaps.bellca.int.bell.ca,Entrust Inc.,US,2019-12-03,2021-12-03,731,original*,0,0,,,,,,
bell.ca,toroondcb01.bellca.int.bell.ca,Entrust Inc.,US,2019-12-03,2021-12-03,731,original*,0,0,,,,,,
bell.ca,mtrlpqdcb01.bellca.int.bell.ca,Entrust Inc.,US,2019-12-03,2021-12-03,731,original*,0,0,,,,,,
bell.ca,sm2cf3.on.bell.ca,Entrust Inc.,US,2019-12-03,2022-03-02,820,original*,0,0,,,,,,
bell.ca,sm2cf4.on.bell.ca,Entrust Inc.,US,2019-12-03,2022-03-02,820,original*,0,0,,,,,,
bell.ca,doh.bell.ca,Entrust Inc.,US,2019-11-22,2022-02-21,822,original*,0,0,,,,,,
bell.ca,stg-auth.bell.ca,Entrust Inc.,US,2019-11-18,2022-02-17,822,original*,0,1,!ServFail,184.150.84.141,,,,
bell.ca,stg-auth-on.bell.ca,Entrust Inc.,US,2019-11-18,2022-02-17,822,original*,0,1,,184.150.84.150,,,,
bell.ca,stg-auth-qc.bell.ca,Entrust Inc.,US,2019-11-18,2022-02-17,822,original*,0,1,,204.101.198.41,,,,
bell.ca,tst-auth.bell.ca,Entrust Inc.,US,2019-11-18,2022-02-17,822,original*,0,1,,184.150.84.149,,,,
bell.ca,managed-services.bell.ca,Entrust Inc.,US,2019-11-12,2022-02-11,822,original*,0,0,psgmsdns003.ms.bell.ca,,,,,
bell.ca,www.managed-services.bell.ca,Entrust Inc.,US,2019-11-12,2022-02-11,822,original*,1,1,,184.150.210.208,,,BigIP,0.0
bell.ca,www.services-geres.bell.ca,Entrust Inc.,US,2019-11-12,2022-02-11,822,original*,1,1,,184.150.210.208,,,BigIP,0.0
bell.ca,reporting.external100.uat2.mis2.bell.ca,Entrust Inc.,US,2019-11-01,2022-01-31,822,original*,0,1,,184.150.84.98,,,,
bell.ca,reporting-new.external100.uat2.mis2.bell.ca,Entrust Inc.,US,2019-11-01,2022-01-31,822,original*,0,0,,184.150.84.164,,,,
bell.ca,ps1n1a2-dtls.ptttest.wireless.bell.ca,DigiCert Inc,US,2019-11-25,2022-01-12,779,original*,0,0,,184.151.176.45,,,,
bell.ca,ps1n1a1-dtls.ptttest.wireless.bell.ca,DigiCert Inc,US,2019-11-25,2021-11-24,730,original*,0,0,,184.151.176.43,,,,
bell.ca,www90.interaction.bell.ca,Entrust Inc.,US,2019-01-16,2021-04-15,820,original*,1,1,!ServFail,206.47.249.21,,,BigIP,0.0
bell.ca,myiprelay.bell.ca,Entrust Inc.,US,2019-09-25,2021-12-24,821,original*,1,1,,35.203.17.147,,,nginx/1.10.3,0.0
bell.ca,qualprod.int.bell.ca,Entrust Inc.,US,2019-12-02,2022-03-01,820,original*,0,0,,,,,,
bell.ca,relaisip.bell.ca,Entrust Inc.,US,2019-09-25,2021-12-24,821,original*,1,1,,35.203.17.147,,,nginx/1.10.3,0.0
bell.ca,monrelaisip.bell.ca,Entrust Inc.,US,2019-09-25,2021-12-24,821,original*,1,1,,35.203.17.147,,,nginx/1.10.3,0.0
bell.ca,anacbt.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,dc1b07-001.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,bp-appserv-qc.int.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,dcobyj-014.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,dcobyj-006.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,dcobyj-007.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,dcobyj-008.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,dcobyj-015.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,dcobyj-024.qc.bell.ca,Entrust Inc.,US,2019-11-28,2022-02-27,822,original*,0,0,,,,,,
bell.ca,gestionnairedecourrier.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-13,810,original*,1,1,mtl02vnszs07.srvr.bell.ca,204.101.250.11,,,BigIP,0.0
bell.ca,mailmanager.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-13,810,original*,1,1,mtl02vnszs07.srvr.bell.ca,204.101.250.11,,,BigIP,0.0
bell.ca,smtpauthvip.srvr.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-13,810,original*,0,0,,204.101.250.7,,,,
bell.ca,vip-imap.srvr.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-13,810,original*,1,1,,204.101.250.138,,,BigIP,0.0
bell.ca,vip-web.srvr.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-13,810,original*,1,1,,204.101.250.137,,,BigIP,0.0
bell.ca,uxpamss.int.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,hsswhitepage.int.bell.ca,Entrust Inc.,US,2019-11-27,2021-12-01,735,original*,0,0,,,,,,
bell.ca,bp-appserv.int.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,bp-appserv-qc.int.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobbg-000.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-006.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-007.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-008.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-014.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-015.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobbw-002.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,www.dcobbg-000.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobbg-d09.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-009.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-016.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-017.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-018.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,dcobyj-019.qc.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,wacamss.int.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,singleviewweb.int.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,singleviewweb.petc.int.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,nisaamss.int.bell.ca,Entrust Inc.,US,2019-11-27,2022-02-26,822,original*,0,0,,,,,,
bell.ca,gestionnairedecourrier.bell.ca,Entrust Inc.,US,2019-11-14,2022-02-13,822,original*,1,1,mtl02vnszs07.srvr.bell.ca,204.101.250.11,,,BigIP,0.0
bell.ca,mailmanager.bell.ca,Entrust Inc.,US,2019-11-14,2022-02-13,822,original*,1,1,mtl02vnszs07.srvr.bell.ca,204.101.250.11,,,BigIP,0.0
bell.ca,smtpauthvip.srvr.bell.ca,Entrust Inc.,US,2019-11-14,2022-02-13,822,original*,0,0,,204.101.250.7,,,,
bell.ca,vip-imap.srvr.bell.ca,Entrust Inc.,US,2019-11-14,2022-02-13,822,original*,1,1,,204.101.250.138,,,BigIP,0.0
bell.ca,vip-web.srvr.bell.ca,Entrust Inc.,US,2019-11-14,2022-02-13,822,original*,1,1,,204.101.250.137,,,BigIP,0.0
bell.ca,singleviewweb.pete.int.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,dcacrs.qc.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,dcacrp.qc.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,dcacrn.qc.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,dcacrk.qc.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,dcacrj.qc.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
bell.ca,anacpc.qc.bell.ca,Entrust Inc.,US,2019-11-26,2022-02-25,822,original*,0,0,,,,,,
